SEVERITY NAME,ISSUED BY,PROBLEM TYPE NAME,PROBLEM,SOLVED BY,CSR GROUP,ADDITIONAL INFO,SOLUTION,ACTUAL PROBLEM,SUPPORT TYPE,SUPPORT ZONE,ISSUED BY GROUP,SOLVED COMMENT,PLANCAT TYPE,,,
Full Service Affected,junu.maharjan,General Inquiry,Query about Wi-fi SSID/passwor..,rojan.gurung5,Field Team,Auto close by sub tt:10252142,,Query about Wi-fi SSID/password,Field Support,LAHAN,Phone Support CSR,verifieddevice serial number // enabled ssid,BTL,,,
Full Service Affected,janaki.thapa,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10346535,,Query about Wi-fi SSID/password,Field Support,BALUWATAR,Phone Support CSR,client verified,ATL,,,
Full Service Affected,rai.abhishek,General Inquiry,Query about Wi-fi SSID/passwor..,milan.rokka,Fiber,Auto close by sub tt:10350722,,Query about Wi-fi SSID/password,Field Support,JANAKPUR,Phone Support CSR,Client verify and informed password,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,uddhav.basnet,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10286565,,Account extend request,Field Support,DAMAK,Phone Support CSR,As per the client requested account extended for 2 days//,BTL,,,
Full Service Affected,uttam.rai,IPTV Related Issues,One or more tv channels are un..,admin,Phone Support CSR,Auto close by sub tt:10249951,,One or more tv channels are unavailable,Field Support,AMARSINGHCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,lukash.rai,Accounts Related Issue,IPTV Related Issues...,admin,Phone Support CSR,Auto close by sub tt:10354726,,IPTV Related Issues.,Field Support,MAHENDRANAGAR,Phone Support CSR,,BTL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10348433,,ONU status offline,Field Support,BUTWAL,Phone Support CSR,,BTL,,,
Full Service Affected,basnet.aayush,Accounts Related Issue,Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10319017,,Payment Query,Field Support,KOTESHWOR,Phone Support CSR,1 month has been already added,ATL,,,
Full Service Affected,faiz.ansari,No Internet Connection (FTTH),OLT Down..,admin,Phone Support CSR,Auto close by sub tt:10372379,,OLT Down,Field Support,SATUNGAL,Phone Support CSR,,ATL,,,
Full Service Affected,unique.shrestha,Slow Internet Connection (FTTH),User connected at 2.4 Ghz..,kishan.thapa,Customer Care Unit,Auto close by sub tt:10306984,,User connected at 2.4 Ghz,Field Support,DHOLAHITI,Phone Support CSR,device ping high seen due to interfrence // channel set to auto and refresh done // re-png done seems fine // also connected to 5 ghz // working better,ATL,,,
Full Service Affected,unison.dangol,No Internet Connection (FTTH),Idle Connection..,admin,Phone Support CSR,Auto close by sub tt:10442715,,Idle Connection,Field Support,DHOLAHITI,Phone Support CSR,,ATL,,,
Full Service Affected,soniya.chaudhary,Accounts Related Issue,Payment Query..,milan.rokka,Fiber,Auto close by sub tt:10335165,,Payment Query,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,janaki.thapa,Accounts Related Issue,Online Payment Query..,basudev.chaudhary,Field Team,Auto close by sub tt:10325978,,Online Payment Query,Field Support,BOUDDHA,Phone Support CSR,,ATL,,,
Full Service Affected,uddhav.basnet,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10304184,,Account extend request,Field Support,KALIMATI,Phone Support CSR,As per the client requested account extended for 3 days//,ATL,,,
Full Service Affected,aashika.shahi,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10290102,,Query about Packages,Field Support,DHOLAHITI,Phone Support CSR,,ATL,,,
Full Service Affected,chris.maharjan,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10363715,,Query about Wi-fi SSID/password,Field Support,TIKAPUR,Phone Support CSR,wlan was disabled//enabled now,ATL,,,
Full Service Affected,bishal.gayak,Accounts Related Issue,Account Disabled..,admin,Phone Support CSR,Auto close by sub tt:10309760,,Account Disabled,Field Support,BUTWAL,Phone Support CSR, suggested to renew,ATL,,,
Full Service Affected,anit.waiba,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10323742,,No users online in Distribution/GPON,Field Support,BALAJU,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,admin,Phone Support CSR,Auto close by sub tt:10356359,,Everything seems slow at client end devices.,Field Support,BIRTAMOD,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,sachin.pakhrin,Customer Care Unit,Auto close by sub tt:10390134,,Low power level recorded [< -26 dbm],Field Support,BOUDDHA,Phone Support CSR,,ATL,,,
Full Service Affected,pradeep.chapagain,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10278697,,No users online in Distribution/GPON,Field Support,SALLAGHARI,Phone Support CSR,,ATL,,,
Full Service Affected,nitika.tamang,Accounts Related Issue,Payment Query..,nishan.magar,Field Team,Auto close by sub tt:10252273,,Payment Query,Field Support,BALAJU,Phone Support CSR,,ATL,,,
Full Service Affected,mahat.santosh,Accounts Related Issue,General query...,pabin.gurung,Field Team,Auto close by sub tt:10261406,,General query.,Field Support,BALAJU,Marketing,,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10250385,,ONU status offline,Field Support,KALIMATI,Phone Support CSR,,ATL,,,
Full Service Affected,suraj.magar,Accounts Related Issue,Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10290138,,Payment Query,Field Support,KOTESHWOR,Phone Support CSR,provided req information regarding payment //call disconnected,ATL,,,
Full Service Affected,babit.rokaya,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10300720,,Query about Packages,Field Support,BOUDDHA,Phone Support CSR,,ATL,,,
Full Service Affected,rabi.rai,Accounts Related Issue,General query...,admin,Phone Support CSR,Auto close by sub tt:10250525,,General query.,Field Support,BALAJU,Phone Support CSR,,ATL,,,
Full Service Affected,pratisha.poudyal,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10222736,,ONU status offline,Field Support,LEKHNATH,Phone Support CSR,,BTL,,,
Full Service Affected,shishir.budhathoki,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10397563,,Speed test fine. Slow experience on certain sites,Field Support,NEWBANESHWOR,Phone Support CSR,connection and ping test was seems fine// devices are on range too// working fine,BTL,,,
Full Service Affected,balkrishna.thami,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10291029,,ONU status offline,Field Support,BOUDDHA,Phone Support CSR,,ATL,,,
Full Service Affected,guna.gautam,Online Gaming Issue,Valorant PC..,admin,Phone Support CSR,Auto close by sub tt:10250200,,Valorant PC,Field Support,SATUNGAL,Phone Support CSR,slow issue in game///ping packet loss due to range issue///suggest client to come near onu//ping fine///speedtest fine///now fine///,ATL,,,
Full Service Affected,babit.rokaya,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10290101,,Speed test fine. Slow experience on certain sites,Field Support,BIRGUNJ,Phone Support CSR,client away from home call will may come again after reach home ,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,admin,Phone Support CSR,Auto close by sub tt:10328605,,Low power level recorded [< -26 dbm],Field Support,BIRGUNJ,Phone Support CSR,,ATL,,,
Full Service Affected,bharat.mahat,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10173035,,ONU status offline,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,saloni.shrestha,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10441095,,Account extend request,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,nischal.maharjan,Slow Internet Connection (FTTH),High Latency seen in single de..,admin,Phone Support CSR,Auto close by sub tt:10275821,,High Latency seen in single device with good RSSI,Field Support,SIMARA,Phone Support CSR,high latency seen in single device//suggested to on/off wifi now fine,BTL,,,
Full Service Affected,rajiv.yadav,IPTV Related Issues,Manage cable for STB..,admin,Phone Support CSR,Auto close by sub tt:10240511,,Manage cable for STB,Field Support,SIMARA,Phone Support CSR,,BTL,,,
Full Service Affected,sabita.lama,No Internet Connection (FTTH),Idle Connection..,admin,Phone Support CSR,Auto close by sub tt:10255769,,Idle Connection,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,lok.bhandari,Accounts Related Issue,General query...,admin,Phone Support CSR,Auto close by sub tt:10260812,,General query.,Field Support,SITAPAILA,D2D Marketing,done,BTL,,,
Full Service Affected,bijika.amatya,General Inquiry,Account Status Query..,admin,Phone Support CSR,Auto close by sub tt:10338832,,Account Status Query,Field Support,KARNALI,Phone Support CSR,client called for account extension // suggested to renew ,BTL,,,
Full Service Affected,dhiraj.adhikari,Hotspot Related Issues (WiFi Project),IgniteNet Status Offline..,admin,Phone Support CSR,Auto close by sub tt:10224141,,IgniteNet Status Offline,Field Support,LEKHNATH,Phone Support CSR,,WIFI,,,
Full Service Affected,amrit.karki,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10274008,,ONU status offline,Field Support,DAMAK,D2D Marketing,,ATL,,,
Full Service Affected,kusum.uprety,General Inquiry,Query regarding Service Termin..,admin,Phone Support CSR,Auto close by sub tt:10418493,,Query regarding Service Termination,Field Support,KOTESHWOR,Phone Support CSR,wrng tt,ATL,,,
Full Service Affected,rachana.chaudhary,IPTV Related Issues,NETTV extend request..,admin,Phone Support CSR,Auto close by sub tt:10281662,,NETTV extend request,Field Support,DHANGADHI,Phone Support CSR,,ATL,,,
Full Service Affected,sagun.chaudhary,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10307198,,Speed test fine. Slow experience on certain sites,Field Support,KALIMATI,Phone Support CSR,range fine //ping fine // speedtest 192 mbps shown // session refresh done //working fine now,ATL,,,
Full Service Affected,abhishek.sunuwar,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10239146,,Technical Query,Field Support,NEWBANESHWOR,Phone Support CSR,,ATL,,,
Full Service Affected,karan.magar,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10326737,,Query about Wi-fi SSID/password,Field Support,KALIMATI,Phone Support CSR,,ATL,,,
Full Service Affected,asmita.baral,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10339642,,Technical Query,Field Support,JANAKPUR,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,ramlaxman.chaudhary,Field Team,Auto close by sub tt:10375381,,Everything seems slow at client end devices.,Field Support,GAIGHAT,Phone Support CSR,,BTL,,,
Full Service Affected,sudhira.shakya,No Internet Connection (FTTH),ONU status online [No connecti..,krishnakumar.pandit,Fiber O&M,Auto close by sub tt:10372378,,ONU status online [No connection log],Field Support,BATTISPUTALI,Phone Support CSR,WAN status linking//suggest to check after a while,ATL,,,
Full Service Affected,anita.acharya1,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,sah.ranjit,Field Team,Auto close by sub tt:10359224,,Speed test fine. Slow experience on certain sites,Field Support,GOLBAZAR,Phone Support CSR,wrong tt,BTL,,,
Full Service Affected,ronisa.shrestha,General Inquiry,Query about Wi-fi SSID/passwor..,prabin.chaudhary2,Fiber O&M,Auto close by sub tt:10238374,,Query about Wi-fi SSID/password,Field Support,BHAIRAHAWA,Phone Support CSR,client will check and call again ,BTL,,,
Full Service Affected,bishal.chunara,No Internet Connection (FTTH),ONU status offline..,dinesh.yogi,Fiber,Auto close by sub tt:10288181,,ONU status offline,Field Support,LAMAHI,Phone Support CSR,solve,BTL,,,
Full Service Affected,ashok.bk,Accounts Related Issue,Query about Packages..,shree.bk,Field Team,Auto close by sub tt:10314384,,Query about Packages,Field Support,KALAIYA,Phone Support CSR,inform client to packages price,BTL,,,
Full Service Affected,ronisa.shrestha,Accounts Related Issue,Account Disabled..,rojan.gurung5,Field Team,Auto close by sub tt:10251567,,Account Disabled,Field Support,KAWASOTI,Phone Support CSR,,BTL,,,
Full Service Affected,rashu.shakya,Accounts Related Issue,Account extend request..,nawaraj.hayu,Field Team,Auto close by sub tt:10269927,,Account extend request,Field Support,REGION2-NBU2,Phone Support CSR,extended for 3 days,BTL,,,
Limited Service,nikhil.tuladhar,No Internet Connection (FTTH),No users online in Distributio..,jata.chaurasiya,Fiber O&M,Auto close by sub tt:10321624,,No users online in Distribution/GPON,Field Support,TULSIPUR,Phone Support CSR,,BTL,,,
Full Service Affected,ishwor.shah,No Internet Connection (FTTH),OLT Down..,krishna.paudyal,Field Team,Auto close by sub tt:10309561,,OLT Down,Field Support,DUMRE,Phone Support CSR,,BTL,,,
Full Service Affected,sachin.dangi,No Internet Connection (FTTH),ONU status offline..,sah.ranjit,Field Team,Auto close by sub tt:10330849,,ONU status offline,Field Support,REGION7-NBU2,Account,done,BTL,,,
Full Service Affected,bibash.japrel,General Inquiry,Query about Wi-fi SSID/passwor..,sah.ranjit,Field Team,Auto close by sub tt:10282941,,Query about Wi-fi SSID/password,Field Support,ILAM,Phone Support CSR,user verified , current password provided ,BTL,,
Full Service Affected,lalita.thapa,Accounts Related Issue,Upgrade/Change Subscribed Pack..,sah.ranjit,Field Team,Auto close by sub tt:10331377,,Upgrade/Change Subscribed Package,Field Support,REGION2-NBU3,Phone Support CSR,Done. ,BTL,,,
Full Service Affected,cyrus.pradhan,Accounts Related Issue,Query about Packages..,amod.karki,Fiber,Auto close by sub tt:10277643,,Query about Packages,Field Support,TULSIPUR,Phone Support CSR,,BTL,,,
Full Service Affected,amrita.bhandari01,No Internet Connection (FTTH),ONU status offline..,sunil.tamrakar,Field Team,Auto close by sub tt:10300055,,ONU status offline,Field Support,KAWASOTI,Account,,BTL,,,
Full Service Affected,ranjit.tripathi,Slow Internet Connection (FTTH),User connected beyond at 2.4Gh..,arjun.lama,Fiber O&M,Auto close by sub tt:10322470,,User connected beyond at 2.4Ghz coverage,Field Support,BANEPA,Phone Support CSR,,ATL,,,
Full Service Affected,manojk.das,General Inquiry,The client wants a house visit..,arjun.lama,Fiber O&M,Auto close by sub tt:10354558,,The client wants a house visit.,Field Support,CHAPUR,Branch Supervisor,,ATL,,,
Full Service Affected,anita.acharya1,General Inquiry,Technical Query..,krishnakumar.pandit,Fiber O&M,Auto close by sub tt:10361977,,Technical Query,Field Support,THALI,Phone Support CSR,client verify//password change,ATL,,,
Full Service Affected,gurung.ram,Accounts Related Issue,IPTV Related Issues...,rojan.gurung5,Field Team,Auto close by sub tt:10234566,,IPTV Related Issues.,Field Support,DANG,Sales Call Center,,BTL,,,
Full Service Affected,krishna.neupaney,IPTV Related Issues,Error Code 1598:No internet co..,jata.chaurasiya,Fiber O&M,Auto close by sub tt:10274452,,Error Code 1598:No internet connection,Field Support,KAWASOTI,Account,,BTL,,,
Full Service Affected,bikal.pradhananga,Accounts Related Issue,Query about Packages..,sujan.tamrakar,Field Team,Auto close by sub tt:10442163,,Query about Packages,Field Support,KALAIYA,Phone Support CSR,informed package charges ,BTL,,,
Full Service Affected,swostika.chhetri,No Internet Connection (FTTH),ONU status online [No connecti..,krishnakumar.pandit,Fiber O&M,Auto close by sub tt:10359987,,ONU status online [No connection log],Field Support,REGION7-NBU2,Phone Support CSR,reint router and inform client check after a while,BTL,,,
Full Service Affected,unish.shahi,Accounts Related Issue,Refer Offer Query...,naresh.chaudhary,Field Team,Auto close by sub tt:10338241,,Refer Offer Query.,Field Support,TULSIPUR,Enterprise Marketing,informed accordingly ,BTL,,,
Full Service Affected,balkrishna.thami,Accounts Related Issue,Account extend request..,jata.chaurasiya,Fiber O&M,Auto close by sub tt:10280015,,Account extend request,Field Support,KUSMA,Phone Support CSR,,BTL,,,
Full Service Affected,sachin.chaudhary,No Internet Connection (FTTH),ONU status online [No connecti..,sah.ranjit,Field Team,Auto close by sub tt:10245787,,ONU status online [No connection log],Field Support,NEPALGUNJ,Enterprise Support,,ATL,,,
Full Service Affected,kusum.uprety,No Internet Connection (FTTH),ONU status offline..,sah.ranjit,Field Team,Auto close by sub tt:10333645,,ONU status offline,Field Support,TULSIPUR,Phone Support CSR,,ATL,,,
Full Service Affected,kiran.pokhrel,General Inquiry,Query about Wi-fi SSID/passwor..,naresh.kumar,Field Team,Auto close by sub tt:10348520,,Query about Wi-fi SSID/password,Field Support,REGION7-NBU4,Phone Support CSR,cd,BTL,,,
Full Service Affected,nitika.tamang,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,kulnarayan.shrestha,Field Team,Auto close by sub tt:10342308,,Speed test fine. Slow experience on certain sites,Field Support,THALI,Phone Support CSR,user connected in 2.4//ping tested fine//still issue in client end so session refreshed once//now working,ATL,,,
Full Service Affected,nisha.basnet,No Internet Connection (FTTH),Idle Connection..,ashish.shahi,Field Team,Auto close by sub tt:10398798,,Idle Connection,Field Support,LALBANDI,Phone Support CSR,,BTL,,,
Full Service Affected,faiz.ansari,IPTV Related Issues,Hardware related issue..,jay.mandal,Fiber O&M,Auto close by sub tt:10274385,,Hardware related issue,Field Support,BATTISPUTALI,Phone Support CSR,,ATL,,,
Full Service Affected,chaudhary.rajesh,Accounts Related Issue,Payment Query..,pawan.chaudhary,Field Team,Auto close by sub tt:10401054,,Payment Query,Field Support,DHUNGEDHARA,Phone Support CSR,,BTL,,,
Full Service Affected,bibek.ghimire1,Accounts Related Issue,Upgrade/Change Subscribed Pack..,ram.stha,Fiber,Auto close by sub tt:10340075,,Upgrade/Change Subscribed Package,Field Support,TRISHULI,Phone Support CSR,,BTL,,,
Full Service Affected,basnet.aayush,No Internet Connection (FTTH),User Blacklisted..,krishna.paudyal,Field Team,Auto close by sub tt:10351678,,User Blacklisted,Field Support,BELAURI,Phone Support CSR,client verified and blacklist removed,BTL,,,
Full Service Affected,prerana.thapa,General Inquiry,Query about online service pas..,prabin.chaudhary2,Fiber O&M,Auto close by sub tt:10255728,,Query about online service password,Field Support,BATTISPUTALI,Phone Support CSR,OSP given,ATL,,,
Full Service Affected,binesh.dangol,Slow Internet Connection (FTTH),Current bandwidh lower than su..,arjun.lama,Fiber O&M,Auto close by sub tt:10322805,,Current bandwidh lower than subscribed,Field Support,DUMRE,Phone Support CSR,call not received,ATL,,,
Full Service Affected,ananta.magar,General Inquiry,Client wants to upgrade to 5G ..,rojan.gurung5,Field Team,Auto close by sub tt:10232897,,Client wants to upgrade to 5G plan,Field Support,BATTISPUTALI,Phone Support CSR,,ATL,,,
Full Service Affected,saksham.shrestha,General Inquiry,Technical Query..,pawan.chaudhary,Field Team,Auto close by sub tt:10394549,,Technical Query,Field Support,BANEPA,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Difference between OLT Rx and ..,anil.ghimire,Fiber O&M,Auto close by sub tt:10277594,,Difference between OLT Rx and Onu Rx is > 5dbm,Field Support,KAWASOTI,Phone Support CSR,Now working fine as per the client. ,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,kushal.subedi,Slow Internet Connection (FTTH),User connected beyond at 5Ghz ..,bikash.gurung5,Fiber O&M,Auto close by sub tt:10308932,,User connected beyond at 5Ghz coverage,Field Support,REGION7-NBU4,Phone Support CSR,ping fine // speedtest  done fine // client is out of range so suggest to use beacon router or repositioned router location ,BTL,,,
Full Service Affected,durga.prasadkurmi03,No Internet Connection (FTTH),ONU status offline..,sunil.tamrakar,Field Team,Auto close by sub tt:10289320,,ONU status offline,Field Support,REGION6-NBU2,Field Team,,BTL,,,
Full Service Affected,achal.rai,No Internet Connection (FTTH),ONU status offline..,sah.ranjit,Field Team,Auto close by sub tt:10252401,,ONU status offline,Field Support,TANDI,Field Support CSR,,WIFI,,,
Full Service Affected,ritu.karki,IPTV Related Issues,Query about YouTube Services..,pawan.chaudhary,Field Team,Auto close by sub tt:10349886,,Query about YouTube Services,Field Support,LAMAHI,Phone Support CSR,,ATL,,,
Full Service Affected,mohan.lamsal,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,pawan.chaudhary,Field Team,Auto close by sub tt:10338064,,Speed test fine. Slow experience on certain sites,Field Support,NEPALGUNJ,Field Support CSR,,ATL,,,
Full Service Affected,manish.basnet,Slow Internet Connection (FTTH),High Latency seen in single de..,sah.ranjit,Field Team,Auto close by sub tt:10304623,,High Latency seen in single device with good RSSI,Field Support,THALI,Phone Support CSR,informed accordingly,ATL,,,
Full Service Affected,devendra.magar,No Internet Connection (FTTH),ONU status offline..,ram.stha,Fiber,Auto close by sub tt:10295946,,ONU status offline,Field Support,LAMAHI,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,krishna.paudyal,Field Team,Auto close by sub tt:10309032,,Everything seems slow at client end devices.,Field Support,NEPALGUNJ,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,sujata.basnet,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10348055,,Upgrade/Change Subscribed Package,Field Support,BOUDDHA,Phone Support CSR,2/3 times call but call not  received ,ATL,,,
Full Service Affected,dipesh.chaudhary3,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10317782,,Query about Packages,Field Support,JANAKPUR,Phone Support CSR,,ATL,,,
Full Service Affected,mahendra.shrestha,General Inquiry,Client wants to upgrade to 5G ..,admin,Phone Support CSR,Auto close by sub tt:10244687,,Client wants to upgrade to 5G plan,Field Support,KIRTIPUR,Field Support CSR,,ATL,,,
Full Service Affected,jiban.karki,IPTV Related Issues,Error Code 1598:No internet co..,rabindra.koiri,Field Team,Auto close by sub tt:10250234,,Error Code 1598:No internet connection,Field Support,KAPAN,Phone Support CSR,suggest to replug lan//now working fine//,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,sachin.pakhrin,Customer Care Unit,Auto close by sub tt:10312455,,ONU status offline,Field Support,IMADOL,Phone Support CSR,,ATL,,,
Full Service Affected,malati.shrestha,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10417245,,Speed test fine. Slow experience on certain sites,Field Support,REGION4-NBU1,Phone Support CSR,needed troubleshoot done ,BTL,,,
Full Service Affected,vidhya.adhikari,No Internet Connection (FTTH),Idle Connection..,admin,Phone Support CSR,Auto close by sub tt:10290232,,Idle Connection,Field Support,ATTARIYA,Phone Support CSR,call dc,BTL,,,
Full Service Affected,jagdish.karki,Slow Internet Connection (FTTH),Low power level recorded [< -2..,admin,Phone Support CSR,Auto close by sub tt:10277397,,Low power level recorded [< -26 dbm],Field Support,KOHALPUR,Supervisor,,BTL,,,
Full Service Affected,tirtharaj.bohara,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10297609,,ONU status offline,Field Support,GATTHAGHAR,Phone Support CSR,,WIFI,,,
Full Service Affected,faiz.ansari,Hotspot Related Issues (WiFi Project),Login page not redirecting..,admin,Phone Support CSR,Auto close by sub tt:10277596,,Login page not redirecting,Field Support,HETAUDA,Phone Support CSR,,WIFI,,,
Full Service Affected,romi.rawal1,Accounts Related Issue,Account Status Query..,rojit.katwal,Fiber O&M,Auto close by sub tt:10343622,,Account Status Query,Field Support,KOHALPUR,Account,Done. ,ATL,,,
Full Service Affected,suresh.chaudhary,No Internet Connection (FTTH),Disconnection problem..,admin,Phone Support CSR,Auto close by sub tt:10320607,,Disconnection problem,Field Support,REGION7-NBU5,Account,,ATL,,,
Full Service Affected,aman.mandal,No Internet Connection (FTTH),Disconnection problem..,admin,Phone Support CSR,Auto close by sub tt:10244682,,Disconnection problem,Field Support,RASTRABANKCHOWK,Phone Support CSR,,ATL,,,
Full Service Affected,sapkota.gaurab,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10379162,,Query about Wi-fi SSID/password,Field Support,BANSBARI,Phone Support CSR,informed password after client verification,ATL,,,
Full Service Affected,sawahang.lawati,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10355308,,Speed test fine. Slow experience on certain sites,Field Support,IMADOL,Phone Support CSR,call dc//,ATL,,,
Full Service Affected,alina.moktan,No Internet Connection (FTTH),OLT Down..,admin,Phone Support CSR,Auto close by sub tt:10304882,,OLT Down,Field Support,CHITWAN,Phone Support CSR,,ATL,,,
Full Service Affected,rashim.bhandari,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10356397,,Account extend request,Field Support,CHITWAN,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,nabina.maharjan,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10343551,,Upgrade/Change Subscribed Package,Field Support,BARDIBAS,Phone Support CSR,client le call gareko xoin vanx call garda ,ATL,,,
Full Service Affected,soniya.chaudhary,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10402646,,ONU status offline,Field Support,KAPAN,Phone Support CSR,,ATL,,,
Full Service Affected,guna.gautam,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10262154,,Query about Packages,Field Support,RASTRABANKCHOWK,Phone Support CSR,informed client about package///and its rate///,ATL,,,
Full Service Affected,anish.tamang2,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10267682,,ONU status offline,Field Support,KAPAN,Phone Support CSR,schedule for tomorrow,ATL,,,
Full Service Affected,prashna.rai,Accounts Related Issue,Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10370871,,Payment Query,Field Support,GORKHA,Phone Support CSR,informed the amount to be paid,ATL,,,
Full Service Affected,dipesh.chaudhary3,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10239378,,Query about Wi-fi SSID/password,Field Support,REGION4-NBU1,Phone Support CSR,client verified via sn of onu//informed client about current pw//suggested to check//,ATL,,,
Full Service Affected,dilendra.thapa,No Internet Connection (FTTH),ONU status online [No connecti..,admin,Phone Support CSR,Auto close by sub tt:10361080,,ONU status online [No connection log],Field Support,KAPAN,Phone Support CSR,,ATL,,,
Full Service Affected,dilendra.thapa,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10347523,,Technical Query,Field Support,PEPSICOLA,Phone Support CSR,,ATL,,,
Full Service Affected,anjali.tamang,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10310314,,Query about Wi-fi SSID/password,Field Support,KOHALPUR,Phone Support CSR,client not verified ,ATL,,,
Full Service Affected,nimesh.nakarmi,Accounts Related Issue,IPTV Related Issues...,yubaraj.paudel,Field Team,Auto close by sub tt:10350160,,IPTV Related Issues.,Field Support,BANSBARI,Phone Support CSR,Done.,ATL,,,
Full Service Affected,diya.deshar,General Inquiry,Location shifting query..,pankaj.chaudhary,Field Team,Auto close by sub tt:10294832,,Location shifting query,Field Support,BANSBARI,Phone Support CSR,call transfer to sales,ATL,,,
Full Service Affected,unison.dangol,IPTV Related Issues,Error Code 1598:No internet co..,bijaya.rayamajhi,Field Team,Auto close by sub tt:10277110,,Error Code 1598:No internet connection,Field Support,SYANGJA,Phone Support CSR,call disconnected,ATL,,,
